group_id,cluster_id,frame_idx,h_value
global_step,0,0,0.0912355855
global_step,0,1,0.0917370319
global_step,0,2,0.0894829258
global_step,0,3,0.0820286050
global_step,0,4,0.0764909759
global_step,0,5,0.0813782141
global_step,0,6,0.0894752666
global_step,0,7,0.0926978737
global_step,0,8,0.0879374146
global_step,0,9,0.0828732401
global_step,0,10,0.0796517134
global_step,0,11,0.0773704723
global_step,0,12,0.0760573149
global_step,0,13,0.0877340958
global_step,0,14,0.1057505608
global_step,0,15,0.1036732420
global_step,0,16,0.0779736787
global_step,0,17,0.0777833983
global_step,0,18,0.1127658561
global_step,0,19,0.1631625593
global_step,0,20,0.1527486444
global_step,0,21,0.1315052956
global_step,0,22,0.1292307675
global_step,0,23,0.1328671277
global_step,0,24,0.1478480846
global_step,0,25,0.1581386030
global_step,0,26,0.1463875473
global_step,0,27,0.1266250163
global_step,0,28,0.1186184660
global_step,0,29,0.1119739711
global_step,0,30,0.1180043593
global_step,0,31,0.1389285624
global_step,0,32,0.1407989860
global_step,0,33,0.1289598942
global_step,0,34,0.1064642072
global_step,0,35,0.0975889489
global_step,0,36,0.1123196110
global_step,0,37,0.1245753840
global_step,0,38,0.1189147234
global_step,0,39,0.1132027805
global_step,0,40,0.1133133247
global_step,0,41,0.1177734956
global_step,0,42,0.1175028831
global_step,0,43,0.1214516908
global_step,0,44,0.1174874529
global_step,0,45,0.1136023179
global_step,0,46,0.1005781889
global_step,0,47,0.0948921517
global_step,0,48,0.0882804990
global_step,0,49,0.0807099640
global_step,0,50,0.0777078643
global_step,0,51,0.0841568708
global_step,0,52,0.0823605284
global_step,0,53,0.0869855136
global_step,0,54,0.0822302625
global_step,0,55,0.0780138299
global_step,0,56,0.1120181084
global_step,0,57,0.1277583688
global_step,0,58,0.1307607889
global_step,0,59,0.1198114976
global_step,0,60,0.0992339849
global_step,0,61,0.0938007832
global_step,0,62,0.0979320779
global_step,0,63,0.1040124446
global_step,0,64,0.1113840342
global_step,0,65,0.1101309806
global_step,0,66,0.1056311578
global_step,0,67,0.1063334122
global_step,0,68,0.1144940108
global_step,0,69,0.1338234395
global_step,0,70,0.1469733417
global_step,0,71,0.1511759013
global_step,0,72,0.1605451405
global_step,0,73,0.1658791006
global_step,0,74,0.1696644276
global_step,0,75,0.1787368357
global_step,0,76,0.1861050278
global_step,0,77,0.1910146624
global_step,0,78,0.1937099099
global_step,0,79,0.1954221427
global_step,0,80,0.2052904218
global_step,0,81,0.2164287120
global_step,0,82,0.2329749763
global_step,0,83,0.2543761730
global_step,0,84,0.2456396222
global_step,0,85,0.2555905879
global_step,0,86,0.2920224965
global_step,0,87,0.3126994669
global_step,0,88,0.3349358737
global_step,0,89,0.3551799655
global_step,0,90,0.3782410026
global_step,0,91,0.3877647519
global_step,0,92,0.4068575203
global_step,0,93,0.4436357319
global_step,0,94,0.4860868156
global_step,0,95,0.5198144913
global_step,0,96,0.5521960258
global_step,0,97,0.5770130157
global_step,0,98,0.6163508296
global_step,0,99,0.6012455821
global_step,1,0,0.0635386482
global_step,1,1,0.0546410494
global_step,1,2,0.0526667535
global_step,1,3,0.0548511185
global_step,1,4,0.0557724200
global_step,1,5,0.0591356382
global_step,1,6,0.0653320104
global_step,1,7,0.0597588755
global_step,1,8,0.0514219850
global_step,1,9,0.0505872592
global_step,1,10,0.0598644726
global_step,1,11,0.0741502270
global_step,1,12,0.1021001637
global_step,1,13,0.0820803195
global_step,1,14,0.0954796150
global_step,1,15,0.1542631090
global_step,1,16,0.1540694833
global_step,1,17,0.1115438342
global_step,1,18,0.0794047564
global_step,1,19,0.0674688891
global_step,1,20,0.0839663669
global_step,1,21,0.0713931248
global_step,1,22,0.0515700206
global_step,1,23,0.0619584993
global_step,1,24,0.0926589519
global_step,1,25,0.1007530764
global_step,1,26,0.1230772510
global_step,1,27,0.1384401172
global_step,1,28,0.1442074776
global_step,1,29,0.1389880329
global_step,1,30,0.1285789907
global_step,1,31,0.1125973538
global_step,1,32,0.1005217284
global_step,1,33,0.1122165322
global_step,1,34,0.1212243810
global_step,1,35,0.1368640661
global_step,1,36,0.1572921872
global_step,1,37,0.1817578077
global_step,1,38,0.1938603222
global_step,1,39,0.2176650316
global_step,1,40,0.1922717690
global_step,1,41,0.2167648673
global_step,1,42,0.2436073720
global_step,1,43,0.2558976114
global_step,1,44,0.2694025636
global_step,1,45,0.2775153518
global_step,1,46,0.2507224679
global_step,1,47,0.2213422507
global_step,1,48,0.2349723876
global_step,1,49,0.2399152815
global_step,1,50,0.2464980930
global_step,1,51,0.2427731156
global_step,1,52,0.2308831364
global_step,1,53,0.2315293998
global_step,1,54,0.2248068750
global_step,1,55,0.2332054228
global_step,1,56,0.2208634019
global_step,1,57,0.2118188143
global_step,1,58,0.2043602318
global_step,1,59,0.1840379983
global_step,1,60,0.1548082530
global_step,1,61,0.1503638327
global_step,1,62,0.1836477220
global_step,1,63,0.1999564320
global_step,1,64,0.2113055140
global_step,1,65,0.2010178715
global_step,1,66,0.1981185228
global_step,1,67,0.1992157251
global_step,1,68,0.1834570020
global_step,1,69,0.1762490273
global_step,1,70,0.1506081074
global_step,1,71,0.1094205976
global_step,1,72,0.1044434160
global_step,1,73,0.1177700534
global_step,1,74,0.1173087507
global_step,1,75,0.1109377369
global_step,1,76,0.1117825285
global_step,1,77,0.1173508167
global_step,1,78,0.1348595172
global_step,1,79,0.1548570395
global_step,1,80,0.1436439008
global_step,1,81,0.1307810247
global_step,1,82,0.1435506195
global_step,1,83,0.1570345908
global_step,1,84,0.1682839692
global_step,1,85,0.1842351854
global_step,1,86,0.1780082434
global_step,1,87,0.1945306063
global_step,1,88,0.1891949922
global_step,1,89,0.1532728523
global_step,1,90,0.1713180691
global_step,1,91,0.2041069567
global_step,1,92,0.2096189409
global_step,1,93,0.2658293545
global_step,1,94,0.3089817762
global_step,1,95,0.3164682090
global_step,1,96,0.2926038802
global_step,1,97,0.2538064122
global_step,1,98,0.2324660271
global_step,1,99,0.2143765092
global_step,2,0,0.0381146483
global_step,2,1,0.0406483337
global_step,2,2,0.0410800800
